,text,ID,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg
10,"Was war, eh du den Anbeginnder bitter-kargen Tage fühltest,eh du mit jedem Hungersinndich brennend in das Leben wühltest?Und was wird sein, wenn du im Hirnden letzten Feuerfunken bebenverzweifelnd ahnst und diese Stirnsie stumm der stummen Erde geben?Wirst du mich rufen, Herr, und mirdie Wunder erst der Wirklichkeitenwie einen klaren Teppich breiten?Kannst du mich würdigen zu dir?Ich darfs nicht denken, daß du dichmir schenken solltest ganz allein.Und dennoch, horch ich tief in mich,dann muß ich sagen: es wird sein!",l00140165,"Es wird sein [Aus ""Das Buch der Seele""]","Schaukal, Richard",4,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
11,"O wär es doch! Hinaus in dunkle Wälder,In denen die Novemberwetter fegen.Der Keiler kracht, Schaum flockt ihm vom Gebreche,Aus schwarzem Tannenharnisch mir entgegen.O wär es doch!O wär es doch! Im Raubschiff der Korsaren,Vorn halt ich Wache durch die Abendwellen.Klar zum Gefecht, die Enterhaken schielen,Und lauernd kauern meine Mordgesellen.O wär es doch!O wär es doch! Ich säß auf nassem Gaule,In meiner Rechten schwäng ich schon die Fahne,Daß ich, buhlt auch die Kugel schon im Herzen,Dem Vaterlande Siegesgassen bahne.O wär es doch!O wär es doch! Denn den Philisterseelen,Den kleinen, engen, bin ich satt zu singen.Zum Himmel steuert jubelnd auf die Lerche,Den Dichter mag die tiefste Gruft verschlingen.O wär es doch!",l00140002,Schrei,"Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]",4,5,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
12,"Glaube du an mich,wie ich glaubte an dich,da ich dich selig zerstörteund so tief dir angehörte.Und glaube, daß ich dabei weinteund mich ganz mit dir vereinte.Ich habe dich erschüttert,was willst du mehr!Ich habe über dir gewittert,ich gab dir mein ganzes großes Meer.",l00140047,"Glaube du an mich [Aus ""Die Schöpfung""]","Mombert, Alfred",2,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
13,"Wenn die leichte Kerzenflammeschwelend sich gespenstisch hebt,die am runden weißen Stammezuckend wie gefangen klebt,und ein Hauch im düstern Zimmerunbemerkt sie plötzlich treibt,daß ihr flüchtig blasser Schimmerschattend einen Kreis beschreibt:fühlst du dich im tiefsten Kernewie von einem Ruf berührt,der dich in die große Ferne,in die Ewigkeit entführt,fühlst dich über diesem Lebenkörperfrei im Wirbelwindlautlos zu den Quellen schweben,draus die Zeit ins Dunkel rinnt.",l00140162,"Entführung [Aus ""Das Buch der Seele""]","Schaukal, Richard",4,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
14,"Der Becher klingt; mein Herz ist der Becher!Trink Liebe, trinke dich satt!Es zittert; o berauschter Zecher,Der fest in bebenden Händen es hat!Wer hat wie du ein Meer zum Pokale?Ein Meer voll wachsender Glut!Es saugt aus eurem feuchten Strahle,Ihr trunkenen Augen, die himmlische Flut.",l00140089,"Der Becher klingt; mein Herz ist der Becher! [Aus ""Neue Gedichte""]","Huch, Ricarda",1,8,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
15,"Einst kniete ein Mensch vor Dirnieder.Aus seinen Augen flogen schwarzeklagende Vögel,Umzogen Dich flehend mit ihrenLiedern.Du gingst vorüber.",l00140067,"Einst kniete ein Mensch vor Dir [Aus ""Reliquien""]","Dauthendey, Max [alt. Dauthendey, Maxim; Dauthendey, Maximilian]",1,7,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
16,Willst du noch länger auf den kahlen bödenNach frühern vollen farben spähn ∙Auf früchte warten in den fahlen ödenUnd ähren von verdrängten sommern mähn?Bescheide dich wenn nur im schattenschleierMild schimmernd du genossene fülle schaustUnd durch die müden lüfte ein befreierDer wind der weiten zärtlich um uns braustUnd sieh! die tage die wie wunden branntenIn unsrer vorgeschichte schwinden schnell..Doch alle dinge die wir blumen nanntenVersammeln sich am toten quell.,l00140112,"Willst du noch länger auf den kahlen böden [Aus ""Das Jahr der Seele""]","George, Stefan",3,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
17,Dein Antlitz war mit Träumen ganz beladen.Ich schwieg und sah dich an mit stummem BebenWie stieg das auf! daß ich mich einmal schonIn frühern Nächten völlig hingegebenDem Mond und dem zuviel geliebten TalWo auf den leeren Hängen auseinanderDie magern Bäume standen und dazwischenDie niedren kleinen Nebelwolken gingenUnd durch die Stille hin die immer frischenUnd immer fremden silberweißen WasserDer Fluß hinrauschen ließ — wie stieg das auf!Wie stieg das auf! denn allen diesen DingenUnd ihrer Schönheit — die unfruchtbar war —Hingab ich mich in großer Sehnsucht ganzWie jetzt für das Anschaun von deinem HaarUnd zwischen deinen Lidern diesen Glanz!,l00140154,Dein Antlitz..,"Hofmannsthal, Hugo von [alt. Pseudonym Loris]",4,5,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
18,"Das ist die öde Winternacht,die mich gefrieren macht.Alle Feuer sind ohne Gewaltvor dieser Schwermutgestalt.Ich muß Licht zünden,sonst werd' ich ohnmächtig!Und aus den Abgründensiegerprächtigtritt die Flamme —***Die Welt ist voll dunkler Fragen.Drum muß man die Harfe schlagen.",l00140046,"Das ist die öde Winternacht [Aus ""Die Schöpfung""]","Mombert, Alfred",3,2,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
19,"Es sät der Huf, der Sattel knarrt,Der Bügel jankt, es wippt mein BartIm immer gleichen Trabe.Auf stillen Wegen wiegt mich längstMein alter Mecklenburger HengstIm Trab, im Trab, im Trabe.Der sammetweichen SommernachtViolenduft und BlütenprachtBegleiten mich im Trabe.Ein grünes Blatt, ich nahm es mit,Das meiner Stirn vorüberglittIm Trabe, Trabe, Trabe.Hut ab, ich nestle wohlgemut,Hut auf, schon sitzt das Zweiglein gut,Ich blieb im gleichen Trabe.Bisweilen hätschelt meine HandUnd liebkost Hals und MähnenwandDem guten Tier im Trabe.Ich pfeif aus Flick und Flock ihm vor,Er prustet, er bewegt das Ohr,Und sing ihm eins im Trabe.Ein Nixchen, das im nahen BachSich badet, planscht und spritzt mir nachIm Trabe, Trabe, Trabe.Und wohlig weg im gleichen Maß,Daß ich die ganze Welt vergaßIm Trabe, Trabe, Trabe.Und immer fort, der Fackel zu,Dem Torfahrtlicht der ewigen Ruh,Im Trabe, Trabe, Trabe.",l00140004,Zwei Meilen Trab,"Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]",10,3,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
20,"In der Dämmerung,Um Glock zwei, Glock dreie,Trat ich aus der TürIn die Morgenweihe.Klanglos liegt der Weg,Und die Bäume schweigen,Und das VogelliedSchläft noch in den Zweigen.Hör ich hinter mirSacht ein Fenster schließen.Will mein strömend HerzÜbers Ufer fließen?Sieht mein Sehnen nurBlond und blaue Farben?Himmelsrot und GrünSamt den andern starben.Ihrer Augen BlauKüßt die Wölkchenherde,Und ihr blondes HaarDeckt die ganze Erde.Was die Nacht mir gab,Wird mich lang durchbeben,Meine Arme weitFangen Lust und Leben.Eine Drossel wecktPlötzlich aus den Bäumen,Und der Tag erwachtStill aus Liebesträumen.",l00140016,Heimgang in der Frühe,"Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]",7,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
21,"Wir sind zwei Schatten, die aus Welt und Weltan einem Eschenbaum zusammentrafen.Wir glitten einsam im entrückten Feldund suchten späte Herberg, um zu schlafen.Und standen einen tiefen Augenblickuralt bekannt uns gegenüberund grüßten uns und wuchsen bis ans Glück.Dann sanken wir hinüber und herüberzerfallend in die alte Nacht zurück.",l00140168,Liebe,"Greiner, Leo",1,9,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
22,Sie die in träumen lebten sehen wachDen abglanz jener pracht die sie verliessenUm gram und erde ∙ und sie weinen stilleDie stunden füllend mit erinnerungAns blaue ufer wo mit sanftem trittGoldflügel-kinder wandeln und die müdenVom kerker eben freien seelen grüssenDie noch verwirrt die blöden blicke drehnIn dem erstaunend hellen wunderland..So helft euch aus der wahrheit — mitgefangene!Es bleibt für euch noch eines lächelns schattenWenn euer beider leben auch gebanntJezt wieder schmachten muss in grabesluft.Ein flüchtiger blick in euren gittern zündendBelebt die hoffnung eurer engen wüste..Und bleich und plötzlich küsst ein strahl dein haar.,l00140114,"Ein knabe der mir von herbst und abend sang [Aus ""Der Teppich des Lebens und die Lieder von Traum und Tod mit einem Vorspiel""]","George, Stefan",4,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
23,"Nun ruhen wir. So fühl', wie bangeDie Pulse hämmern;In meine Hand schmieg' Deine WangeIm Abenddämmern.Die Sonne sinkt; und eh' im BlassenDer letzte Schein irrt,Laß wieder mich das Heil umfassen,Das niemals mein wird.",l00140083,Nun ruhen wir...,"David, Jakob Julius [alt. David, J. J.]",2,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
24,"Wie sind sie alle um uns, diese Herrnin Kammerherrentrachten und Jabots,wie eine Nacht um ihren Ordenssternsich immer mehr verdunkelnd, rücksichtslos,und diese Damen, zart, fragile, doch großvon ihren Kleidern, eine Hand im Schooß,klein wie ein Halsband für den Bologneser:wie sind sie da um jeden: um den Leser,um den Betrachter dieser Bibelots,darunter manches ihnen noch gehört.Sie lassen, voller Takt, uns ungestörtdas Leben leben wie wir es begreifenund wie sie's nicht verstehn. Sie wollten blühn,und blühn ist schön sein; doch wir wollen reifen,und das heißt dunkel sein und sich bemühn.",l00140149,"Im Saal [Aus ""Neue Gedichte""]","Rilke, Rainer Maria [alt. Rilke, Rainer-Maria]",2,5,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
25,"Noch nicht November und der erste Schnee,Es drückt den Wald das erste Winterweh.Auf seinen Wegen wandert wohl der Tod,Wohin er schreitet, sterben Leid und Not.Da orgelt plötzlich, fern, ein Hirsch im Holz,Und in Gedanken seh ich, wie er stolzDie Stangen hebt und seiner Nüstern HauchErwärmend hinzieht über Blatt und Strauch.Das Leben wacht, doch als ich um mich schau,Da schläft am Wege eine alte Frau.Der Ast, den sie gesammelt, preßt wie Stein,Auf ihrer schweren Bürde schlief sie ein.Sie schläft für ewig. Soll ihr Rückenjoch,So fest gebündelt, in den Himmel noch?Der Abendpurpur flicht den Kranz der RuhUnd küßt den Staub ihr ab von Saum und Schuh.",l00140020,Abendgang,"Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]",4,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
26,"Dann losch das Licht,und durch die Stillenur noch dein Herzschlag...Seligkeit!Im Garten, frühauf, pfiff ein Vogel,von allen Gräsern troff der Thau,der ganze Himmel stand in Rosen.Lieber! Liebe!Und wieder: Kuß auf Kuß...Was kann die Welt uns jetzt noch bieten!",l00140062,"Dann losch das Licht [Aus ""Phantasus"")","Holz, Arno",5,2,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
27,"Heut' es kein Abend werden will,In alle Gassen hineinSteht noch der Frühlingstag still.Und der Laternen funkelnde ReihnZiehen im letzten TagesscheinWie in die Halle des Himmels ein.Seht auch, es glänzen im GrauDie Steine der Straßen noch blau.Der Tag will den Stein nicht verlassen;Er will ihn als Edelstein fassen,Weil die Menschen darüber gegangen,Die Menschen zu Zwein und mit glühenden Wangen.",l00140070,"Heut' es kein Abend werden will [Aus ""In sich versunkene Lieder im Laub""]","Dauthendey, Max [alt. Dauthendey, Maxim; Dauthendey, Maximilian]",2,6,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
28,Wie dank ich sonne dir ob jeden dingsBeim ersten schritte über meine schwelle!Mit warmen strahlen küssest du mich rings —Wie wird mein morgen froh ∙ mein mittag helle!Das haar geb ich dem zarten winde preis ∙Des gartens düfte öffnen jede pore.Da kos't die hand manch purpurschwellend reis ∙Da kühlt die wange sich im schneeigen flore.O nachmittag der schwärmt und brennt und dräutMit der heroen und der magier planeUnd ganze welten mir zum spiele beutIndess die welle mit mir spielt im kahne!Und dann des abends gleichersehntes fest!Wo ich entzündet bin vom heiligen braucheDer teure bilder liebend an sich presstBis alle freude sanft in schlummer tauche.,l00140116,"Gebete [Aus ""Der siebente Ring""]","George, Stefan",4,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
29,"Jetzt nenne mich die Hülle,jetzt nenne mich den Schein;doch bald werd' ich die Fülleund die Erfüllung sein.Wir sind noch nicht erlesen,das Tor fiel uns noch zu,wir sind noch nicht ein Wesen,wir sind noch ich und du.Es schläft uns noch der Willezu tief in unserm Blut,wir sind zu arm und stille,wir sind noch gar nicht gut.Die Seelen von Kristalleauftrinkt das Morgenrot;und ich und du und alle,wir sind schon lange tot.Und sind schon neu geborenund saugen mildes Licht;wir haben uns verlorenund doch verlassen nicht.Wir jauchzen immer lieberund inniger des Scheins:da sprang der Blick herüber,und ich und du ward eins.Von allem Glanz umklungen,ward uns der Leib zu schwer,wir sind nur noch umschlungen,wir sind nichts andres mehr.Jetzt nenne mich die Hülle,jetzt nenne mich den Schein;doch bald werd' ich die Fülleund die Erfüllung sein.",l00140097,Zwiegesang,"Calé, Walter",8,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
30,"Wasser stürzt, uns zu verschlingen,Rollt der Fels, uns zu erschlagen,Kommen schon auf starken SchwingenVögel her, uns fortzutragen.Aber unten liegt ein Land,Früchte spiegelnd ohne EndeIn den alterslosen Seen.Marmorstirn und BrunnenrandSteigt aus blumigem Gelände,Und die leichten Winde wehn.",l00140152,Reiselied,"Hofmannsthal, Hugo von [alt. Pseudonym Loris]",3,3,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
31,"Alle, welche dich suchen, versuchen dich.Und die, so dich finden, binden dichan Bild und Gebärde.Ich aber will dich begreifenwie dich die Erde begreift;mit meinem Reifenreiftdein Reich.Ich will von dir keine Eitelkeit,die dich beweist.Ich weiß, daß die Zeitanders heißtals du.Tu mir kein Wunder zulieb.Gieb deinen Gesetzen recht,die von Geschlecht zu Geschlechtsichtbarer sind.",l00140131,"Alle, welche dich suchen, versuchen dich [Aus ""Das Stundenbuch""]","Rilke, Rainer Maria [alt. Rilke, Rainer-Maria]",4,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
32,"Und Kinder wachsen auf mit tiefen Augen,Die von nichts wissen, wachsen auf und sterben,Und alle Menschen gehen ihrer Wege.Und süße Früchte werden aus den herbenUnd fallen nachts wie tote Vögel niederUnd liegen wenig Tage und verderben.Und immer weht der Wind, und immer wiederVernehmen wir und reden viele WorteUnd spüren Lust und Müdigkeit der Glieder.Und Straßen laufen durch das Gras, und OrteSind da und dort, voll Fackeln, Bäumen, Teichen,Und drohende, und totenhaft verdorrte...Wozu sind diese aufgebaut und gleichenEinander nie? und sind unzählig viele?Was wechselt Lachen, Weinen und Erbleichen?Was frommt das alles uns und diese Spiele,Die wir doch groß und ewig einsam sindUnd wandernd immer suchen irgend Ziele?Was frommts, dergleichen viel gesehen haben?Und dennoch sagt der viel, der ""Abend"" sagt.Ein Wort, daraus Tiefsinn und Trauer rinntWie schwerer Honig aus den hohlen Waben.",l00140153,Ballade Des Äusseren Lebens,"Hofmannsthal, Hugo von [alt. Pseudonym Loris]",8,1,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
33,"Schon deckt beschattend Dein GefiederDes Tages Licht, Du nahst mit Macht.Auf starken Schwingen steigst Du nieder,Du meine Mutter, stolze Nacht!Nun öffnen sich der Seele Pforten,So streng geschlossen kaum zuvor,Und meinem Weh und seinen WortenLeihst Du Dein mir geneigtes Ohr.Nun stehn die Gassen öd und düsterUnd, wie in ewig regem Leid,Haucht sein verhallendes GeflüsterDein Wind durch Deine Einsamkeit;Nun birgt das Kleine ernst Dein Schleier —Den Blick beirrt' es kaum zuvor —Doch riesenhaft und ungeheuerWächst wahrhaft Großes nun empor.Ich liebe Dich, bin Dir entsprungen,Und feind dem Tag, so laut und dreist;Das Wenige, das mir gelungen,Du gabst es dem verwandten Geist;Dein Anhauch ist es, der zur LoheDer Seele trübes Licht entfacht —Sei mir willkommen, ernste, hohe,Sei mir gegrüßt, ersehnte Nacht!",l00140084,Nacht,"David, Jakob Julius [alt. David, J. J.]",2,16,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
34,"Die Zeit ist stark. Sie wird ertöten,Was fast uns beide übermannt.Die Zeit ist stark: Du wirst erröten,Daß Du, Geliebte, mich gekannt.Die Zeit ist stark. Du wirst mich sendenIns Leben, das mich fahl umgraut;Du stürzest selbst mit eignen HändenDen Tempel, den Du Dir gebaut.Die Zeit ist stark. Und wenn in WetternDer scheue Glückstraum uns zerstiebt,Dann grüßt Dich aus vergilbten BlätternDes Mannes Geist, der Dich geliebt.Und Deine Seele faßt ein Schauer,Die toter Liebe flüstern hört —Die Zeit war stark! Wie kurzer DauerWar, was uns beide so verstört!",l00140081,Die Zeit ist stark,"David, Jakob Julius [alt. David, J. J.]",3,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
35,Des jahres wilde glorie durchläuftDer trübe sinn der mittags sich verlorIn einem walde wo aus spätem florVon safran rost und purpur leiden träuft.Und blatt um blatt in breiten flecken fälltAuf schwarze glätte eines trägen bronnswo schon des dunkels grausamer gesponsEin knabe kühlen auges wache hält..Und durch die einsamkeiten stumm und taubSenkt langsam flammend sich von ast zu astIns schwere gelb des abends goldner glast —Dann legt sich finstrer dunst in finstres laub.Nachtschatten ranken ∙ flaumiges gebräm ∙Um einen wall von nacktem blutigen dorn ∙Gerizte hände dringen matt nach vom..Dass in das dickicht nun der schlummer käm! ..Da bricht durch wirres grau ein blinken scheuUnd neue helle kommt aus dämmerung.Ein anger dehnt auf einem felsensprungWeithin.. nur zieht durch der violen streuDie reihe schIanker stämme ∙ speer an speer ∙~on silber flimmert das gewölbte blau ∙Ein feuchter wind erhebt sich duftend lau...Es fallen blüten auf ein offen meer.,l00140120,"Landschaft [Aus ""Der siebente Ring""]","George, Stefan",6,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,b'1908',"Federmann, Hertha"
