,text,ID,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg
10,"Durch die Straßen von Ravenna schritt der florentin'sche Dichter,Der die Göttliche Komödie schrieb als seiner Zeiten Richter.Und er sah es, wie die Knaben, welche auf dem Markte spielten,Da er ihnen schritt vorüber, ängstlich ihn im Auge hielten.Und er hört' es, wie der eine leise seinen Namen nannteUnd zu den Gespielen sagte: „Sehet, das ist jener Dante!Jener Mann, der aus der Hölle wieder ist heraufgekommen,Der den Leuten nun verkündet, was er drunten wahrgenommen.Seht nur, wie so schwarz er aussieht von der Hölle Feuerlohe!“ —Und sie weichen scheu zurücke, da vorüberschritt der Hohe.Doch er sprach mit bitterm Lächeln: „Fürchtet nichts von mir, ihr Knaben!Glaubet nicht, daß ich mich jemals in die Unterwelt begraben;Daß ich dort erst hab' entdecket jene Sünden, jene Qualen,Die ich mit getreuen Farben nach dem Leben konnte malen.Schon hier oben fand ich alles, was ich wie von dort berichtet,Und hier oben ist die Hölle, die ich einfach nachgedichtet.“",l0010410,Dante.,Nikolaus Delius.,8,2,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
11,"Wie still die Luft; kein Blatt bewegt sichRings in den Buchen, dichtbelaubt;Der Sonne letzter Strahl, er legt sichDen stolzen Bäumen auf das Haupt.Und wie in Schlummer hingesunken,Liegt rings die schöne, weite Welt,Noch von dem Glanz der Sonne trunken,Der farbenprächtig sie erhellt.Es wirft der Abend seine SchattenUnd seines tiefen Schweigens SpurRings auf der Wiesen grüne Matten,Auf Thal und Hügel, Feld und Flur.Und aus dem Walde kommt geschrittenDer stolze Hirsch, das scheue Reh;Sie nahen sich mit flücht'gen TrittenDem stillen, schilfumkränzten See.Es tritt der Mond am WaldessaumeIn stiller Majestät hervor,Die Birken flüstern wie im Traume,Und leise regt sich Schilf und Rohr.Dazwischen schallt in banger KlageMit lautem Ton des Uhus Schrei,Er fliegt mit leisem FlügelschlageAm Saum des Waldes dir vorbei.Die Sterne ziehn im ew'gen Wandern,Um zu vollbringen ihren Lauf,Hell leuchtend, einer nach dem andern,Am ew'gen Himmelsdom herauf.Und ringsum liegt ein heil'ger FriedenAuf Wald und Hügel, Flur und Thal;O, würde deiner Brust hieniedenSolch heil'ge Ruhe auch einmal!",l0010366,Abendruhe.,Heinrich Zeise.,4,8,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
12,"Die Lerche, die noch kurz zuvorMit lautem Jubel sich emporZum Himmel warf,Dem Auge sich bereits verlor,Und bald verzittert auch dem OhrIhr zart Geharf.Im Felde saß sie still, versteckt,Als sie, durch Schritte aufgeschreckt,Vom Neste floh;Und nm, wo zwar kein Halm sie deckt,Doch wohin auch kein Arm sich streckt,Lobsingt sie froh.O, daß es nicht ein jeder hältDer Lerche gleich, wenn ihm die WeltDen Frieden stört!Sich jubelnd schwingt zum Himmelszelt,Wohin der Menschen Blick nicht fällt,Ihr Ohr nicht hört!",l0010312,Zum Himmel.,Hans Schmidt.,3,6,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
13,"Sie legte in traulicher StundeUm seinen Hals den ArmUnd blickt' dem geliebten GattenIns Auge treu und warm.„Ei Väterchen!“ spricht sie flüsternd,„Was nehme ich plötzlich wahr?Es schimmert ja weiß und silbernIn deinem gekrausten Haar.“ —„So ist's“, entgegnet er lächelnd,„Doch, wie ich eben es seh',Glänzt in deinen weichen Locken,Mütterchen, auch schon der Schnee!“ —„„Was Wunder? Wir standen zusammenSo lang' in Frend' und Leid,Bis fünfundzwanzig JahreUns Schnee ins Haar gestreut.““ —Da hat er die teure GattinBewegt an sein Herz gepreßt;Beseligt feierten beideDas silberne Hochzeitsfest.",l0010343,Silber im Haar.,Franz Tiefenbacher.,5,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
14,"Wilde Wasser schäumenVon der wilden Höh,Stille Fische träumenIn dem dunkeln See.Wolken schweben flüchtigÜber die wilde Höh,Schauen gern hinunterIn den dunkeln See.Wild und Weidmann jagenÜber die wilde Höh,Doch die wunden TiereLabt der dunkle See.Alles schwebt und schweifetÜber die wilde Höh,Nur in ewiger RuheTräumt der dunkle See.",l0010386,Im Gebirge.,Anton Boesch.,4,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
15,"Wie wallt sich's schön durch regenduft'ge FelderIm heitern Morgenlicht,Wo um die gelbe Au das Grün der WälderAls voller Kranz sich flicht!Viel Tropfen leuchten in demantnen FarbenAuf segenschwerem Stiel;Hold mischt sich in den heil'gen Ernst der GarbenDer blauen Blumen Spiel.Unsichtbar aus des Halmenwalds VersteckeDie helle Sens' erklingt,Und unter dichtgewölbter BlätterdeckeDas Vöglein Frühmeß singt.Die Pappel zittert träumerisch im Winde,Die Mühle rauscht am Fließ,Und alles klopft ans Herz und mahnet linde:O Menschenherz, genieß!",l0010104,Morgenwanderung.,Karl Elze.,4,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
16,"Wie sich des Kindes SeeleSehnt nach dem Elternhaus,Wie aus der KerkerhöhleDer Gefangne strebt hinaus:So nach der Heimat drobenSchwingt sich mein Geist hinauf,Des Herren Rat zu lobenNach hier vollbrachtem Lauf.O stärke und behüteMich ferner in Geduld,Gieb Frieden dem Gemüte,Bewahre mich vor Irrtum und Schuld!",l0010302,Sehnsucht.,E. Jartorins.,3,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
17,"Ich bin ein lustiger MatrosUnd leb' in lust'ger Weise,Beneidenswert erscheint mein Los,Weil ich beständig reise.Heut säuselt günst'ge Brise mirUnd schaukelt mich die Welle,Und wenn ich morgen auch lavier',So geht's doch von der Stelle.Und tobt der Wind, und brüllt die See,Und treibt sie wilde Wogen,So blick ich hoffnungsvoll zur Höh,Bis sich der Sturm verzogen.Erreiche ich ein freundlich Land,Lass' ich den Anker fallen;Dort sieht man mich dann Hand in HandMit meinem Liebchen wallen.Beschwört die Liebe Sturm heraufUnd traurige Geschichten,Dann kommandier' ich: „Klüver auf!“Und lass' die Anker lichten.Und meine Hängematte schwingtMich freundlich auf und nieder;Der Wind im Takelwerke singtMir schöne Wiegenlieder.Und ruft der Sturm mich aufs VerdeckZum oft erlebten Ringen,So blick ich ihm ins Auge keckUnd such' ihn zu bezwingen.Es geht schon, wenn man ernstlich will,Nach alter Lebensregel,Und endlich kommt man doch ans Ziel,Auch mit gerefftem Segel.",l0010215,Matrosenlied.,Heinrich Littrow.,8,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
18,Eines goldenen Hämmerchens PochenHat schon erzene Thüren durchbrochen.,l0010399,Glassplitter. (Eines goldenen Hämmerchens),W. Constant.,1,2,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
19,"An der Newa sonn'gem StrandGeht ein Brautpaar Hand in Hand, —Tändelnd, kosend, plaudernd, scherzendWandern sie durchs grüne Land.Da sieht er so traurig bangIhr ins Auge tief und lang':„Liebste! wirst du stets mir folgen,Gehst du mit mir schweren Gang?Heute thue ich dir kund:Ich beschwor den heil'gen Bund,Der des Volkes Rechte schützetUnd Tyrannen wirft zum Grund.Achtest du mein streng Gebot?Folgst du mir in Not und Tod?Willst auch du den Bund beschwören,Der die Fürsten führt zum Tod?“ —Wie ward sie so kalt und bleichBei dem dumpfen, schweren StreichSeiner unheilvollen Worte! —Doch sie sprach zu ihm sogleich:„Gerne wollt' ich dir vertraun,Folgte dir durch Nacht und Graun,Aber, — zu so bösem WerkeDarfst du niemals auf mich baun.Treu verehre ich den Zar,Dem dein Bündnis droht Gefahr,Der, wenn er auch menschlich fehlte,Doch dem Volk ein Vater war.Lieber, unglücksel'ger Mann!Wie bestrickt dich schlimmer Bann!Höre meiner Liebe Flehen,Meiner Liebe Seufzer an!Laß uns beide rasch entfliehnUnd in ferne Lande ziehn!Überall will ich dir folgen;Laß die Mordgedanken fliehn!“ —Da schaut er so traurig bangIn ihr Auge tief und lang':„Nimmermehr kann ich entrinnenDer Gefährten wildem Drang.Denn ich schwor mit furchtbarm EidIhnen Beistand jederzeit;Wollt' ich treulos sie verlassen,Bin ich selbst dem Tod geweiht.“ —Und sie gehen Hand in HandSchweigend an der Newa Strard;Da hat sie mit leisem BebenSich dem Liebsten zugewandt:„Wartet dein solch traurig Los,Flüchte in der Newa Schoß!Freudig will ich mit dir sterben,Reiß dich von den Mördern los!“ —Da ward ihm so leicht zu Mut,Lang herzt er sein Liebchen gut;Dann — von ihrem Arm umschlungen —Stürzt er in der Newa Flut.",l0010078,Die Braut des Nihilisten.,Thekla Busch.,14,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
20,"Die Frauen lieb' ich, die im stillen waltenUnd deren Wirken ein harmonisch Fügen,Die mit erborgtem Geistesglanz nicht lügenUnd dennoch für das Schöne nie erkalten;Die Geist und Anmut auch daheim entfalten,Aus deren feinen, liebevollen ZügenDie Sanftmut spricht und heiteres GenügenUnd die stets fest an ihren Pflichten halten.Wohl hört man ihre Namen selten nennen,Denn ihres Wesens Tiefe zu erkennenGenügt nicht der Gesellschaft eitles Treiben;Doch wer in ihrem Haus, in trauten StundenDen Segen ihrer Nähe je empfunden,Dem wird ihr Zauber unvergeßlich bleiben.",l0010288,Den stillen Frauen.,Liddy Richter.,2,6,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
21,"Ich zog im Herbst den Rhein entlang —Der Jahrgang ist mißraten.Da hallt so dumpf der Glocken Klang,Und die Mienen so bang,Die Herzen Buße thaten.Und trüb der Wein im Römerglas,Ja, trüb und herb,Und die Lippen der Mädchen — o trauriger Spaß! —Ach, die Lippen der Mädchen so herb, so herb! —Wo bist du, o Rhein,Mein goldner Rhein?In der Uckermark träum' ich zu sein!Ich zieh' im Herbst den Rhein entlang:Der Jahrgang wohlgeraten!Hell übermütig Glöckleinklang,Und es tönet Gesang,All duftet's wie Festtagsbraten.Und klar der Wein im Römerkelch,Ja, klar und süß,Und die Lippen der Mädchen — nun, Trinker, schwelg! —Ja, die Lippen der Mädchen so voll, so süß! —Das bist du, o Rhein,Mein goldner Rhein:Im Eden träum' ich zu sein!",l0010358,Anderlei Herbste.,Louis Wolff.,2,12,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
22,"Hinüber! Hinüber! Noch fehlen mir Schwingen,Noch soll die vergängliche Welt mich umringen:Verzagen, Verwelken, Erbleichen und Sterben,Verlöschende Lichtlein und klirrende Scherben.Noch lachen die Augen, die einst mich beweinen,Soll ihnen nicht früher ihr Stündlein erscheinen.Hinüber! Hinüber! Da wird ja das LebenMit Frieden und Freuden auf ewig gegeben.Da stehet der Tempel auf ewig gegründet,Da sind wir dem Retter auf ewig verbündet,Da giebt es nicht Schein und nicht Leid und nicht Grauen,Wo ewig die Sonne der Liebe zu schauen.",l0010318,Hinüber.,Wilhelm Schöpff.,2,6,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
23,"Der harte Amboß ist mein Teil,Schlag drauf, Gesell, schlag drauf!Er ist mir um die Welt nicht feil,Schlag drauf, Gesell, schlag drauf!Mein Hab und GutHeißt froher Mut,Gern grüß' ich Kron' und Fürstenhut, —Doch wer sich knechtisch schmiegt und biegt,Ist wert, daß er im Staube liegt;Schlag drauf, Gesell, schlag drauf!Und steh' ich an dem hellen Herd,Schür an, Gesell, schür an!So halt' ich mich des Besten wert,Schür an, Gesell, schür an!Bei Wehr und Schild,Sobald es giltFür Weib und Kind und Stadtgefild,Die Faust, die erst den Hammer schwang,Sie liebt auch Schwertes Sang und Klang;Schür an, Gesell, schür an!O Rotenburg, du edle Stadt,Stoß an, Gesell, stoß an!Heil dem, der einst gebaut dich hat,Stoß an, Gesell, stoß an!Das Glück begleit'Dich allezeitIn Fried und Lust, in Kampf und Streit, —Dein treuster Bürger ruft es laut,Dem nie vor Schwert noch Amboß graut, —Stoß an, Gesell, stoß an!",l0010348,Der Schmied von Rotenburg.,Ernst Veit.,3,10,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
24,"Form oder Inhalt? Das ist doch die Frage!Soll eines mangelhafter sein von beiden,So mag die Form an Unvollendung leiden,Nur daß sie rein und voll den Inhalt trage.Wenn ich an einem heißen SommertageIn hohler Hand den Felsenquell mir fasse,Ha, welch ein Trunk! Ob ich beim frischen NasseWohl jemals nach dem schönen Becher frage?Verachten werd' ich wahrlich nicht beim MahleDen Götterwein in goldenem Pokale,Doch ist und bleibt Hauptsache mir der Trank.Nur satte Zecher haben Zeit zu prahlenMit Goldgefäßen und kristallnen Schalen,Der Durst'ge sagt nur für den Trank dir Dank!",l0010155,Form und Inhalt.,Inlins Hübner.,1,14,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
25,"Jelber baut sich die Seele ihr Haus hier,Selber vermag's die beflügelte Kraft;Aber die Seelen entschweben dem All,Alle die unsrigen kamen von oben!Ungleich sind sich die Häuser, die Leiber:Hütten, Paläste, niedrig und hoch;Alle doch gleich vor dem WeltallsherrnGanz wie das Gräschen der Palme hier gleich ist.Kinder und Greise, Starke und Schwache,Irrende Grübler und Freunde des Lichts,Alle zusammen blicken ins All,Keiner ins Ganze, doch jeder ein Teilchen.Wo sie auch stehen, sie sehen ein Teilchen,Und was die andern nimmer erschaun,Leuchtet dem Einzelnen einzig im Hirn,Jeder ein Äuglein ewiger Gottwelt.Drum unzählbar bleiben die StrahlenJener unendlich unfaßbaren Macht;Genüge denn jedem der Platz, wo er steht,Doch soll er ehren die fremde Gesinnung.Hoch wohl ragen die herrlichen Türme,Zinnen der Dichter und Weisen der Welt;Solche ersteige und blicke hinaus,Freu dich der weitesten göttlichen Aussicht.Aber Weltweise und alle die Dichter,Alle Propheten, sie blicken's nicht aus;Rühme sich keiner der ganzen Enthüllung,Allen mitsammen nur ist es enthüllt.",l0010345,Weltbetrachtung.,ichard Treitschke.,7,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
26,"Du goldig schimmernd Laub am Buchenbaum,Wie träumst du selig deinen letzten TraumUnd spielst bewegt im leisen Windeswallen.Hat dich berauscht das warme goldne Licht,Und ahnest du die nahe Stunde nicht,Wo du mußt fallen?Den milden Hauch trinkt meine kranke BrustWie einen letzten Traum der Lebenslust:Mir ist so wohl im herbstlich stillen Walde.Vergessen will ich selig auch wie du,Daß mir vielleicht zur letzten tiefen Ruh'Ein Glöcklein ruft: wer weiß wie balde!",l0010022,Das kranke Mädchen im Walde zur Herbstzeit.,Ludwig Auerbach.,2,6,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,b'1882',"Moltke, Max"
