,text,ID,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg
10,"Laß die Rose schlummern,Und die Wellen auch,Alle laß sie schlummern,Nächt'ger Windeshauch!Alle ruhn sie gerneUnter'm Himmelsdom:Herzen nah und ferne,Blume, Wald und Sterne!Störe nicht des holdenTraumes Wanderzug,Der die Schwinge goldenRegt zum Niederflug;Dessen SchlummerweiseDurch die Welten zieht,Wundersam und leise,Wie ein Sternenlied!IneinanderbebenLäßt sein FlügelschlagAlles Einzelleben,Das getrennt der Tag!Drum zu früh nicht störe,Die so bald entfliehn,Dieser SchlummerchöreSüße Melodien!",l0020080,Lass die Rose schlummern!,Robert Hamerling.,3,8,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
11,"Schwachherzig ist die Zeit, in der wir leben!Ein Spielball halb der Schurken, halb der Thoren,Hat sie den Glauben an sich selbst verloren,Ihr fehlt der Muth, ihr fehlt die Kraft zum Streben.Zur Sonne möchte sie sich kühn erheben,Heimkehren aus dem Aether, neugeboren;Allein sie hat das Fliegen abgeschworen,Und bleibt wie Vogel Strauß am Boden kleben.Armselig Zwitterding von Lust und Schwächen!Gebeugt, dem Halme gleich, von jedem Winde,Bist du zur Tugend feig wie zum Verbrechen.Hohl ist der Kern und morsch die junge Rinde;Nun weiß ich erst, was die Propheten sprechen:Es rächt der Väter Sünde sich am Kinde.",l0020145,In kranker Zeit. Sonette I.,Robert Prutz.,4,3,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
12,"Auf Devoncastle perlt der WeinBei hellem Gläserklange;Der wilde Graf von EreskineKüßt Lady Devon's Wange.Er küßt sie lächelnd, und er spricht:„Nun laß die Freude walten,Der Graf von Devon stört uns nicht,Sein Haupt hab' ich gespalten.Er liegt versenkt zu dieser Stund',Versenkt in Wehr und Waffen,Wo ihn aus faulem MooresgrundKein Mensch zum Licht wird schaffen.“„Und schafft kein Mensch ihn mehr zum Licht,So sind wir baß geborgen“ —Die schöne Gräfin Devon spricht —:„Du kannst mich freien morgen.“Gar lustig klingt es rings im Saal,Es dröhnen seine Säulen,Man höret nicht, daß allzumalDes Grafen Doggen heulen.Sie heulen drunten an dem Moor,Wo sie mit ihren PfotenAus tiefem Sumpf gewühlt hervorDen eingescharrten Todten.Sie lecken ihn vom Schlamme rein,Sie scheuchen fort die Raben —Du wirst, o wilder Ereskine,Sein schönes Weib nicht haben.",l0020198,Verrathene Schuld.,Feodor Wehl.,7,4,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
13,"Ich frage nicht, ob wir uns hassen,Und du, ob wir uns lieben, nicht;Ich weiß den Schmerz allein zu fassen,Daß unsrer Seelen Bund zerbricht.Es war ein Traum, zu bald verronnen,Ein Morgenschein, zu schnell verhaucht —Kaum daß in der Erinnrung BronnenEmpor ein mattes Bild noch taucht!O forsche nicht, wer sich vergangen,Ob ich die Schuld, ob du sie trägst:Was hilft's, wenn dürr die Kränze hangen,Daß du nach jeder Blüte frägst?Laß uns vergessen, wie's gekommen,Daß ich gefunden deine Spur —Vergangne Lust, was soll sie frommen?Es bleibt uns ja die Thräne nur.Einst hab' ich dir mein Herz gegeben —Ich fordr' es nicht von dir zurück:O segne Gott dein einsam LebenUnd dein gebrochnes Jugendglück!Wir sind uns kalt und fremd geworden,Das Segel winkt, die See geht hohl;Nach Süden ich und du nach Norden —Verlornes Herz, leb' wohl, leb' wohl!",l0020179,Todte Liebe.,Adolf Strodtmann.,3,8,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
14,"O daß dich Gott behüte!Im Paradiese kaumEin Baum wol schöner blühteAls du, mein Apfelbaum!Ich muß den Meister loben,Der dich so schön gemacht,Zum Sträußchen dich gewobenAus Duft und Farbenpracht.Du wunderbares Sträußchen!Könnt' ich ein Bienchen sein,Dann wählt ich dich zum HäuschenUnd kehrte bei dir ein.Wie lustig wollt' ich schwebenUm dich im Sonnenschein,Wie schön und herrlich lebenVon deinem Blütenwein!O daß dich Gott behüte!Im Paradiese kaumEin Baum wol schöner blühteAls du, mein Apfelbaum!",l0020090,Mein Apfelbaum.,Hoffmann von Fallersleben.,5,4,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
15,"Dich preis' ich, goldne Sommerzeit,Du bringst der Mannheit Kraft und Fülle!Du birgst, von wirrem Drang befreit,Den ernsten Schatz in heit'rer HülleUnd wahrest ihn vor wildem Streit!Du hast die Glut, die nie erschlafft!Wohl dringt's aus deinen scharfen BlitzenGar oft wie Sturm und Leidenschaft;Doch nur, um fester zu besitzen,Was du errangst mit frischer Kraft.Zu blöder Halbheit nicht verflucht,Gehst du dahin, klar und besonnen;Dich irret nicht der Tage Flucht,Was du verlierst, hast du gewonnen,Die Blüte welkt, es reift die Frucht.Und deine Nächte, wie so reich!Welch sel'ges Ruh'n von Müh' und Streben!Aus ihrem lichten SternenreichStreust du herab ein volles LebenUnd stimmst die Seele mild und weich.O goldne Zeit voll Sonnenschein,Du führst mich ganz ins reiche LebenVoll Freiheit und Genuß hinein;Von dir lern' ich mit süßem BebenDen heil'gen Stolz, ein Mann zu sein!",l0020003,"Dich preis' ich, goldne Sommerzeit!",Ludwig Bauer.,5,5,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
16,"Ich lag und schlief auf eines Tempels Stufen,Der halb bereits in Trümmer war zerfallen;Da hört' im Traum ich dumpfe Stimmen schallen,Wie Kampfgeschrei und fernes Weherufen.Es dröhnt die Flur als wie von Rosseshufen,Geschwader hört' ich aneinander prallen,Und sah das Blut in weiten Strömen wallen,Dem Moste gleich aus übervollen Kufen.So hielt der Traum mich lange Zeit gebunden;Doch als ich endlich schaudernd mich erhoben,Da war der Tempel, drin ich lag, verschwunden.Und hell und prächtig lächelte von obenDes Himmels Blau; statt Kampfgewühl und WundenDen jungen Tag hört' ich die Lerche loben.",l0020150,In kranker Zeit. Sonette VI.,Robert Prutz.,4,3,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
17,"Luna, freundliches Licht, du schöne träumende Göttin,Leuchte mit silbernem Strahl, leuchte dem frohen Besitz!Aber dem heimlich verliebten, den Abend ersehnenden JünglingSpare dein volleres Licht, spar' es der glücklichen Zeit!Nebel, sei mir gegrüßt, und Wolken, seid mir willkommen,Hüllet den Sterblichen ein, wie ihr die Götter verhüllt.Düster brennen die Lichter, doch leuchtet heller die Liebe,Und das Verlangen, es führt sicher zum freundlichen Ort.Räuber und Liebende trägt dieselbe gewogene Gottheit:Hermes, gewandtester Gott, lehre mich süßesten Raub!",l0020017,Amoretten II.,W. Clemen.,1,10,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
18,"Nun ist es still um Hof und Scheuer,Und in der Mühle ruht der Stein;Der Birnenbaum mit blanken BlätternSteht regungslos im Sonnenschein.Die Bienen summen so verschlafen;Und in der offnen Bodenluck',Benebelt von dem Duft des Heues,Im grauen Röcklein nickt der Puck.Der Müller schnarcht und das Gesinde,Und nur die Tochter wacht im Haus;Die lachet still, und zieht sich heimlichFürsichtig die Pantoffeln aus.Sie geht und weckt den Müllerburschen,Der kaum den schweren Augen traut:„Nun küsse mich, verliebter Junge;Doch sauber, sauber! Nicht zu laut!“",l0020177,Sommermittag.,Theodor Storm.,4,4,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
19,"Sinnt der Schüler einsam über'm Talmud,Dessen heil'ge UeberlieferungenIhm der Synagoge weiser RabbiGlüh'nder Rede hatte ausgedeutet.Süßen Nachklang immer noch im Herzen,Blättert träumrischer in der Gomora,Wendet in der Mischna er die Blätter.Doch die Seele weilt in andern Sphären,Diese hängt noch an des Rabbi Lippen,Diese bebt noch von der hohen Rede,Die der bärtige IsraeliteGramerfüllten Herzens vom KathederUeber die Verfolgung seines StammesDen gerührten Schülern vorgetragen. —Und der Schüler in dem stillen ZimmerWeiß nicht, wie die Stunden ihm verrinnen,Weiß nicht, wie die Nacht schon niederdunkelt,Und die Sterne hell und höher aufgehn.Siehe, durch die trüben FensterscheibenVon der Gasse kommt ein rother SchimmerLangsam, ob an einer dunkeln MauerHell ein Lichterglanz vorüberzittert.Weiß der Schüler wohl, was das bedeutet;Nahe wohnet er dem Judenkirchhof,Nur zu dieser mitternächt'gen StundeDarf die Juden heimlich man bestatten.Nieder blickt der Schüler auf den Talmud;Nieder tropfet eine schwere Thräne,Als die unten auf der öden GasseLautlos mit der Bruderleiche wandeln;Und im heißen Schmerz ruft er die Worte:„Gott ist Gott der Christen wie der Juden!Herr Herr Zebaoth, wo ist dein Antlitz,Das du zürnend wendest von den Deinen?Wo dein starker Arm, daß er uns helfe?Ausgestreut in aller Welten LänderJuda's Same! Wie vor'm Windstoß flüchtetEine Wolke Sandstaubs in der Wüste,Hin- und hergewirbelt, nimmer ruhend —Alles flieht vor ihm, dem Selbstentflohnen —Also soll das Volk des Herrn verderben?“Gramversunken, rathlos saß der Jude,Ueberdenkend seines Volkes Schicksal,Fühlend, wie noch nie, die große Bürde,Diesem Volk, geknechtet, fluchbelastet,Seinen dorn'gen Pfad voranzugehen.Nächtelang schon hatte er verweinet,Hatte Kraft vom Herrn sich heiß erflehet;Doch die Bitterkeit, die Arglist und dieWilde Schmähsucht derer, die gekreuzigtAchten ihren Heiland durch die Juden,Drückten seine Seele schwer darnieder,Und sie rang vergeblich oft nach Fassung.Horch, da tönen polternd schwere Tritte,Und die mürbe Stiege draußen knarret,Aufgerissen wird des Schülers Thüre:Vier Genossen schleppen, bleich und bebendMit verwirrtem Haar, verstörten Mienen,Eingehüllt in des Talares FaltenEinen schweren Körper in das Zimmer.Auf vom Pulte springt entsetzt der Schüler,Blut'ge Tropfen sickern durch die Hülle,Unter ihr ächzt eines Menschen Stimme.„Was beginnt ihr, theuere Genossen?“,„Unsern Meister traf ein tückisch Messer,Als vom Lehrstuhl in der SynagogeWir nach seinem Hause ihn begleitet!Bruder, sieh die arge Todeswunde!“Nieder stürzt er zu dem theuern Lehrer,Drückt das greise Haupt, das todesbleicheAn die Brust, in der das Herz will stocken,Nur ein Schrei entringt sich seinen Lippen.Und der blasse Mund des Meisters regt sich,Aufschlägt er die müden Augenlider,Die das Reich der Schatten schon umnachtet;Leise, aber liebreich, nicht im ZorneSpricht der Rabbi seine letzten Worte:„Klaget nicht, und trocknet eure Augen,Rufet nicht nach Rache zu dem Himmel,Gott ist Richter und des Schicksals Lenker.Seht, ich fluche nicht der Hand des Christen,Die das kalte Eisen nach mir führte,Denn nur blöder Wahn hat sie verleitet!Eure Rache sei nicht blut'ge Rache —Eure Rache sei Vergebung, Liebe!“ —Sterbend jetzt verhüllte er sein Antlitz.Noch der Morgen fand ihn bei der Leiche,Ihn, den Trauernden, den treuen Schüler,Der die Nacht in dumpfem Weh verbrütet.Er erhob sich; ihm im tiefsten HerzenLeuchteten des Meisters letzte Worte.Und der Schüler, der vordem noch zaghaftAuf sein Ziel, auf seine Pflicht geschauet,Fühlte eine große Wandlung in sich,Fühlt sich stark genug zum großen Werke,Seinem fluchbeladnen Volk als treuer FührerAuf dem dorn'gen Pfad voranzuwandeln,Seines theuern Meisters blut'gem SchattenAufzutreten als der rechte Rächer.Tags darauf geht er zur Synagoge.Auf dem Marktplatz saß ein Weib in Lumpen,Hungerbleich, an schlaffer Brust ein Kindlein,Eines Christen Weib war diese Mutter.Fleh'nden Blickes sprach aus ihr das Elend,Ob nicht einen ihre Noth erbarme;Achtlos gingen viele ihr vorüber.Schritt der Jude an dem Weib vorüber,Sah es an und hört des Kindes Wimmern,Und er gibt, die Blöße zu bedecken,Seinen warmen Mantel jenem Weibe.Eure Rache sei Vergebung, Liebe!Und er schritt hinauf die Tempelstufen.",l0020124,Des Juden Rache.,Karl Mund.,12,2,Deutsche Dichter der Gegenwart.,b'1859',"Prutz, Robert"
