,text,ID,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg
10,"Ein Engel hat den vollen Kranz der LiebeEinst auf dies töricht junge Haupt gesetzt,Und daß er Rosen überschwänglich triebe,Mit seiner Tränen Flut ihn reich benetzt.Die Sonne sank, seit wir uns Treu gelobten.Wie grün er war, der Kranz ist lang verbleicht — —O Scham, Triumph und Demut des Erprobten,Dem Gott die Krone ew'gen Lebens reicht!***Wie Laodamiens Gatte für drei StundenVom Nebelschoß des Todes losgebunden;Erschienest du, wie einst mir zu gehören;Und da ich noch mit innigstem BeschwörenAn deinem traumesschweren Leibe sauge,Senkst du in meine Brust zum letzten malMit dunkler Kraft das mitternächt'ge Auge,Und tauchst hinunter in die leere Qual!***Drei Tage kniet ich weinend auf der SchwelleUnd rief den Namen an, einst mir so mild.Dann drang ich in des Tempels letzte ZelleUnd sah erbebend das verehrte Bild.Das Götterangesicht, das langentbehrte,Enthüllend stand er streng im Flammenschein.Erst als die Glut mich griff, doch nicht verzehrte,Sprach er: Ich kenne dich. Und du bist mein.***Du kamst zu mir, mein Abgott, meine Schlange,In dunkler Nacht, die um dich her erglühte.Ich diente dir mit LiebesüberschwangeUnd trank das Feuer, das dein Atem sprühte.Du flohst, ich suchte lang in Finsternissen.Da kannten mich die Götter und DämonenAn jenem Glanze, den ich dir entrissen,Und führten mich ins Licht, mit dir zu thronen.***Denn unsre Liebe hat zu heiß geflammt,Die wir entrissen alten Göttermächten.Von Sterblichen verdammtSchlug sie empor in unterirdschen Nächten.Sie loderte wie Fackeln überm Grab,Der Sterne Heer zerschmolz in ihrem HauchUnd troff auf sie herab.So schmolzen schmerzlich unsre Seelen auch.O Wohlgeruch, o Gluth! O Lust und Glanz!O Qual, nie nah genug, so nah zusammen!Empfang uns endlich ganz,Abgrund der Nacht, in deinen Liebesflammen.***Schwill an, mein Strom, schwill über deine Weide,Umschlinge Haupt und Stamm zu dir hinab.Daß sich kein Blatt aus deiner Flut mehr scheide,Taucht sie die Zweige schluchzend in dein Grab.Daß dich doch dürstete, wie sie verschmachtet!Verzehre sie, wie sie dich trinken will!In dich gebogen, ganz von dir umnachtet,Von dir verschlungen wird die Seele still.",l00150042,Liebeslieder,"Huch, Ricarda",13,8,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
11,"Einen Strohkranz trag' ich, einen unsichtbaren,Immer noch wie damals in den gelben Haaren,Wo ich blaß und steinern und so tief in SchandenHab' im Büßerhemde an der Tür gestanden.Meine bloßen Füße auf verschneiten Stufen,Wagt' ich arme Seele Gott nicht anzurufen.Nur die müde Kerze bebend konnt' ich halten,Als die Frauen strenge mir vorüberwallten.Um nicht meiner Buße härnes Kleid zu streifen,Sah ich sie des Mantels bunten Saum ergreifen.Und dann ist auch einer scheu vorbeigegangen,Der im toten Frühling selig mich umfangen.Einen Strohkranz trag' ich, einen unsichtbaren,Stets seit jener Stunde in den gelben Haaren,Werd' ihn tragen, bis ich meine Augen schließe,Und dann wird sie kommen aus dem Paradiese,Naht die Gottesmutter mir mit leisen Schritten,Sieht die milde Fraue, was ich hier gelitten —:Ihre Arme wird sie mir entgegenstrecken,Mit dem Silberschleier meinen Strohkranz decken.",l00150202,Im Strohkranz,"Semmig, Jeanne Berta",2,8,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
12,"O schöne Sommernacht,Wie ist die Welt so still.Ein feuchter Nebel dämmt die Wiesen ein,Nur eine Seele wacht,Und auch die eine träumt.O schöne Sommernacht,Die Wolkenschicht am Himmel leuchtet matt,Vom Mondenlicht beschienen,Die Weiden und die Erlen stehen still,Der Blick schweift durch die Nebel in die Ferne;Wie ist die Welt so schön, — so schön,Verloren bin ich, Nacht, in deine Ruh,Decke den wachen Träumer zu!",l00150021,Sommernacht,"Gareth, M. H. [Pseud. Huch, Margarete]",2,8,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
13,"Den Morgenhimmel färbt ein mattes Rot —Den Morgennebel hebt der helle Tag,Der helle Tag.Ich geh allein hinaus mit meiner NotUnd such und seh, ob ich dich finden magAm hellen Tag.Das goldne Feld erglänzt im Sonnenstrahl,Und in der Heide blüht das Heidekraut.Da fielen weiche Klänge durch die Luft,So sehnsuchtsvoll! Es ist ein Gruß von dir,Ein Gruß von dir! —Wie kenn ich sie! Wie kenn ich den, der ruft.Und wär ich tot, der Ruf käm' doch zu mir,Ein Gruß von dir.Das goldne Feld erglänzt im Sonnenstrahl,Und in der Heide blüht das Heidekraut.O Gott, du bist's! Du brichst mir ganz das Herz,Laß sein, laß sein! Find ich dich überall?Ach, überall!Du schweigst und siehst so traurig niederwärts,Ach hört' ich deiner Stimme süßen SchallEin einzig Mal!Das Feld erglänzt im goldnen Sonnenstrahl,Und auf der Heide blüht das Heidekraut.Du sprachst! Jawohl, du sprachst — ich hab's gehört.Hätt'st du doch nie gesprochen so in Schmerz!Ach, so in Schmerz!Was tat ich nur? War ich denn ganz betört?Laß sein, laß sein, du brichst mir ja das Herz,Ja, ganz das Herz.Das goldne Feld erglänzt im Sonnenstrahl,Und in der Heide blüht das Heidekraut.",l00150247,Schattenbild vergangener Zeiten,"Bülow, Frieda von",4,8,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
14,"Die ersten Blüten trug sie heim vom WaldBehutsam in der zarten Mädchenhand;In ihren Augen fremd ein Leuchten standVom ersten Frühlingslicht im fernen Wald.So ging sie durch die graue AlltagsstadtUnd hielt die Blüten immer vor sich hin.So feierlich wie eine Priesterin,Die eine Sendung zu vollbringen hat.Und wer ihr sah ins kindliche Gesicht,Den rührt ein frühlingsheller Zauber an.Und eine Hoffnung ward ihm aufgetan,Und eine Türe ging ihm auf zum Licht.",l00150008,Vorfrühling,"Grosse, Martha",3,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
15,"Was soll ich noch im hellen, heißen Saale,Durch den die edlen Melodien geflossen?Ich habe bis zum himmlischen Finale,Zum feinsten Nachhall das Konzert genossen.Die Geiger mit den feinen InstrumentenSind fort, — der stille Meister ist von hinnen.Im Saale mit den zarten OrnamentenSoll nun ein lautes, buntes Fest beginnen.Schon strömt es ein, das fremde, frohe Treiben,Mit Lärm und Glanz und lachenden Gebärden.Mir kommt so heiße Angst, ich könnte bleibenUnd in den Schwall hineingerissen werden! —",l00150225,Dopo fine,"Schanz, Frida",3,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
16,"Komm, schau hinaus mit mir auf diese blaue Wasserfläche,Die weiße Sternenreigen blitzend übertanzenWie ringelreihnde GrazienkinderIn leichte, lichte Sonnenschleier eingehüllt;Die zähneblitzend mit dem SonnenlächelnUnd weichen Gliedern hin sich schmiegend,Vereinen Luft und Wasser zu dem Schönheitganzen.Schau du hinaus mit mir in jene duft'gen BergeDie am Savoyerufer diesen blauen SeeMit einem Silberkranz umdrangen,Die lichten Segel und die schnee'gen MövenSich in dem Saphirglanze widerspiegeln.Und sieh hinauf zu diesen stolzen Felsenhängen,Die wie Kristall und Edelsteine glühenIn ihrer herbstlich reichen Farbenpracht.Ja schau hinaus mit mir in diese Welt voll WunderUnd reich mir deine beiden lieben HändeUnd schau mich an mit deinen klugen Augen,Die als zwei herbstlich goldenbraune Lichter,Mit all der Pracht sich einend, leuchten —Und alle Schönheit sieghaft überstrahlen.",l00150103,Territet,"Pfaff-Joerissen, Elli",3,9,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
17,"Rauschen fernster Zeiten,Das herüberschwillt,Aller Welten BildLiebend und erlösend zu umgleiten.Lenz und Herbst verschlingendIn den einen Klang —Dunkle Stunden langUm Entstehen und Verblühen schwingend.Du mit Gottes StimmeHeiligend, die blindSeine Kinder sind,Ob ihr Licht entbrenne — ob verglimme.Dem HinüberlauschenSchwindet Glück und Leid —Es versinkt die ZeitVor der Zeiten Rauschen.Rauschen fernster Zeiten,Das mich tief umzieht,Still verwebt dein LiedTraum und Blüte in die Ewigkeiten.",l00150238,Rauschen fernster Zeiten,"Susmann, Margarete [alt. Susmann, Margareta; Susman, Margarete]",5,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
18,"Ein Verschmachteter häng' ichAm Baume des Lebens,Dürste nach einem Tropfen,Ach, einem Tropfen nurDes Glücks!Wolken ziehen vorüber,Sterne erbleichen.Und die Sonne vollendetIhren ewigen Lauf.Weh, alle Wesen der Natur,Gleichgültig zu meinen Klagen,Wandeln vorüber — und Gott —Wo ist Gott? —",l00150220,Lebensqual,"Wernicke, Marie",3,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
19,"Klein-Snüfi! süße kleine Elfe,Wo bist du?Still! da ist sie in ihrem WunderlandUnter der roten Buche an Eichhörnchens Grab,— Halb zerfallen in moosigem Grün,Grau-Gitterlein hält's umspannt.Auf dem Kreuzlein tanzt der Sonnenschein,— Klatscht's mit den feinen Händchen hinein.O du süßes kleines Elfchen!Husch! — flattert Eichhörnleins Seelchen im Baum?Flügel hat's doch und Äuglein braunUnd ein wunderschönes rotes Schwänzchen.Mein Elfchen macht's Mündchen auf und sinnt —Zu Fangegrüßchen die Fingerlein küßt's —Horch! silbertönend: ""Rotschwänzchen, du bist's?""Du kleiner Räuber, laß Mücklein und Raupen,Willst du nicht süße FrühlingstraubenFür dich und alle deine Kleinen?Weg ist Klein-Snüfi durch Hummeln und Bienen;Mit ros'gen Wänglein kehrt sie wiederZu dem versteckten Märchenreich,In ihren Ärmchen ruhen weichGoldregen und blaue Glyzinen.Oo du süße, süße, kleine Elfe,In deinem heimlichen Himmelreich,Da werden alle Wunder lebendig.",l00150084,Mein lieb Töchterlein,"Pfaff-Joerissen, Elli",1,26,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
20,"Doch zögerst du, so geht die Sonne unter,Ein grauer Nebel deckt die Flur.Ich seh auf eine tote Welt herunterUnd find als Antwort Tränen nur.Die Pappeln steil und ernst am Wege stehen,Wie Friedhofswächter, stummer Klage voll.Vor Weinen kann ich nicht dein Antlitz sehen,Und aus des Herzens Pein es leise quoll:Du hast versäumt — verträumt die rechte Stunde,Verzagt — verklagt hast du das rechte Wort —Verwelken ließest du den Kuß auf meinem Munde,Du kommst zu spät zu mir — geh fort!",l00150032,Zu spät,"Harder, Agnes",3,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
21,"Ich liege allein —Durch die WinternachtZittert Sternenschein,Und sachtIm DunkelnHüllt das FunkelnDie Schmerzen ein.Ein Kind möcht ich sein!Möchte kindlich sagen,Daß nach müden TagenGottes LichtDurch die Dunkelheit bricht.In mir wird's still —Meine Sehnsucht will,Vater, zu dir.",l00150213,Nachtgebet,"Gebsattel, Marie von [alt. Gebsattel, Marie Freiin von] [alt. Gebsattel, Marie Freiin von]",1,15,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
22,"Laß mich ein Strom sein und fließen,Ich bin ein versandeter Bach,Laß ins Meer mich ergießen,Dem Meere ziehe ich nach.Es hat der Sand mir verschüttetDen Lauf zum ewigen Meer;Nun sickern die Tropfen ins ErdreichUnd finden die Richtung nicht mehr.",l00150177,Laß mich ein Strom sein...,"Gareth, M. H. [Pseud. Huch, Margarete]",2,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
23,"Wie hold die Worte dir vom Munde gehn,Von Weisheit voll und wie Musik zu hören;Doch spür ich oft den Ton nur mich umwehn,Und ihren Inhalt könnt ich nicht beschwören.So fühl ich deine Nähe mich betören,Daß meine Augen wie durch Nebel sehn;Als ob die äußern Sinne sich verlören,Weil mir im Herzen zu viel Glück geschehn.Das pocht und jauchzt, als sprengt es mir die Brust!Du bist's! du bist's! wie sucht ich dich vergebens!Die ganze Welt durchsucht' ich, ach, nach dir!Und du antwortest stumm und unbewußt:Ich bin's, die einz'ge Liebe deines LebensUnd dein Verhängnis; zittre nun vor mir!",l00150036,Wie hold die Worte dir vom Munde gehn,"Frapan, Ilse",1,14,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
24,"Wie liegt das alte Gemäuer versonnen —Spinnen haben es eingesponnen,Der Efeu und der wilde WeinDrängen sich über die Brüstung herein,Und in dem morschen Geländer habenAmeisen sich eine Wohnung gegraben.Zwischen den Fugen geborstener FließenErdbeerpflänzchen und Gräser sprießen,Vögel von allen Seiten singen,Eichkätzchen in den Wipfeln springen —Siehst du — das ist in der SommerszeitMeine lauschige Einsamkeit.",l00150092,Wie liegt das alte Gemäuer versonnen,"Gebsattel, Marie von [alt. Gebsattel, Marie Freiin von]",1,12,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
25,"Mit Rad und Riemen, Schaft und Schraube drohtPolypengleich das schwarze UngeheuerUnd wirft die Schlacken aus wie flüssig FeuerUnd taucht den Mittag in ein falbes Rot.Ein Wutgeheul! Der Riesenkörper bebt...Ein hundertarmig Ineinandergreifen,Ein tückisch Vorwärtsschießen, Rückwärtsschleifen,Von einer einz'gen großen Kraft belebt!Und um den Herrn der Knechte dunkle ScharIn Ruß und Rauch... die Riesenhämmer klingen,Die Funken tanzen, und die Räder singenDas große Lied der Arbeit und Gefahr.Im Schlund der Esse loht es purpurbraun...Und wo die Räder hart und stählern blitzen,Seh' ich ein Weib mit heißen Augen sitzenUnd fest und saugend mir ins Antlitz schaun.Der nackte Arm wie ein verdorrtes Scheit,Finster die Stirn und rauchgeschwärzt die Wange..Sie neigt sich mir, — sie spricht mit wildem Klange:""Ich bin die graue Not, ich bin das Leid.Herrin des Weltalls ich — wie keine war!Sahst du schon je so eifrig die VasallenDurch Glut und Rauch für ihre Herrin wallen,Unsichtbar, stets den Opferkranz im Haar?Ja, ich bin stark, und mein das größte Reich!Mein Hauch bewegt die tosenden Maschinen,Mein Blick allein heißt tausend Arme dienenUnd macht die kecksten Männerstirnen bleich.""Sie springt empor, sie bebt — ihr Auge lacht...Die Achsen kreischen, und die Hebel krümmenSich von der Last, die roten Essen glimmen,Durch Rad und Riemen tobt die wilde Jagd.Die Menschen keuchen: ""Arbeit nur und Brot!""Und durch das Wutgeheul, Schleifen und KrachenHör' ich ein leises, sieggewohntes Lachen:""Herrin des Weltalls ich — die graue Not!""",l00150208,In der Fabrik,"Dransfeld, Hedwig",9,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
26,"Wer springt dort aus dem Busch hervor,Ein rundes Horn auf jedem Ohr,Haare und Huf an Füßen?Er tanzt possierlich, schaut ihn an:Das ist Gott Pan, das ist Gott Pan,Freundlich sollt ihr ihn grüßen.Er springt auf einen WeidenbaumUnd schnitzt ein Zweiglein kreuz und querUnd spielt, — ei seht, — ist es ein Traum?So viele leichte Tänzer her:Aus jedem Baum Dryaden,Viel Nymphen aus dem Fluß,Die Parze selbst den FadenVoll Staunen halten muß.Soll'n wohl die Hirten säumenUnd ihre Zeit verträumen?Die weißen Lämmer springen,Die frommen Hirten singen:Das ist Gott Pan!Das ist Gott Pan!",l00150095,Hirtenlied,"Gareth, M. H. [Pseud. Huch, Margarete]",3,6,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
27,"Grau umspinntMich das Wehe,Gräber sind,Wo ich stehe.Vorwärts nichtMag ich schauen:Wegseits dichtSteht das Grauen.Nicht zurückGeht mein Denken:Sah das GlückSeitab schwenken.Wo des GeistsFriedenslände?Warten heißt'sAuf das Ende.",l00150148,Trostlos,"Kurz, Isolde",4,4,"Frauenlyrik der Gegenwart. Eine Anthologie, zusammengestellt und hrsg. von Margarete Huch (M.H. Gareth). Leipzig 1911.",b'1911',"Huch, Margarete"
